region,country.code,economy,year,survey.name,survey.year,survey.coverage,datatype,comparability,dep.monetary,edu.attainment,edu.enrollment,infra.electricity,infra.sanitation,infra.drinkWater,dep.mpi
SSA,ETH,Ethiopia,2015,HICES,2015,N,c,1,30.8,66.7,31.2,64.1,95.9,42.7,73.5
OHI,FIN,Finland,2012,EU-SILC,2013,N,i,1,0.1,0.8,,0.0,0.6,0.7,0.9
OHI,FIN,Finland,2013,EU-SILC,2014,N,i,1,0.1,0.8,,0.0,0.6,0.7,0.8
OHI,FIN,Finland,2014,EU-SILC,2015,N,i,1,0.1,0.9,,0.0,0.5,0.8,1.0
OHI,FIN,Finland,2015,EU-SILC,2016,N,i,1,0.1,0.9,,0.0,0.5,0.7,0.9
OHI,FIN,Finland,2016,EU-SILC,2017,N,i,1,0.1,1.4,,0.0,0.4,0.5,1.4
OHI,FIN,Finland,2017,EU-SILC,2018,N,i,1,0.1,1.5,,0.0,0.4,0.4,1.6
OHI,FIN,Finland,2018,EU-SILC,2019,N,i,1,0.1,1.0,,0.0,0.3,0.3,1.1
OHI,FIN,Finland,2019,EU-SILC,2020,N,i,1,0.0,0.9,,0.0,0.3,0.3,1.0
EAP,FJI,Fiji,2013,HIES,2013,N,c,0,0.5,0.8,1.4,10.0,3.2,7.8,0.7
EAP,FJI,Fiji,2019,HIES,2019,N,c,1,1.8,0.6,1.9,4.5,5.1,12.0,2.1
OHI,FRA,France,2012,EU-SILC,2013,N,i,1,0.1,0.5,,0.0,0.5,0.5,0.6
OHI,FRA,France,2013,EU-SILC,2014,N,i,1,0.1,1.0,,0.0,0.5,0.5,1.1
OHI,FRA,France,2014,EU-SILC,2015,N,i,1,0.1,1.0,,0.0,0.5,0.5,1.1
OHI,FRA,France,2015,EU-SILC,2016,N,i,1,0.2,1.1,,0.0,0.6,0.6,1.3
OHI,FRA,France,2016,EU-SILC,2017,N,i,1,0.1,1.7,,0.0,0.6,0.6,1.8
OHI,FRA,France,2017,EU-SILC,2018,N,i,1,0.1,1.5,,0.0,0.5,0.6,1.6
OHI,FRA,France,2018,EU-SILC,2019,N,i,1,0.1,1.6,,0.0,0.5,0.5,1.7
EAP,FSM,"Micronesia, Federated States of",2013,HIES,2013,N,c,2,15.4,8.7,28.0,23.6,42.8,5.2,22.1
SSA,GAB,Gabon,2017,EGEP,2017,N,c,1,3.4,11.3,7.9,8.6,68.2,11.5,9.1
OHI,GBR,United Kingdom,2012,EU-SILC,2013,N,i,2,0.5,4.5,,0.0,0.2,0.4,4.9
OHI,GBR,United Kingdom,2013,EU-SILC,2014,N,i,2,0.5,0.5,,0.0,0.4,0.5,1.0
OHI,GBR,United Kingdom,2014,EU-SILC,2015,N,i,2,0.7,1.3,,0.0,0.4,0.6,1.9
OHI,GBR,United Kingdom,2015,EU-SILC,2016,N,i,2,0.7,0.5,,0.0,0.4,0.6,1.2
ECA,GEO,Georgia,2013,HIS,2013,N,c,2,6.4,0.2,0.9,0.0,6.4,6.4,6.5
ECA,GEO,Georgia,2014,HIS,2014,N,c,2,4.9,0.2,0.9,0.0,5.7,6.4,4.9
ECA,GEO,Georgia,2015,HIS,2015,N,c,2,3.7,0.1,0.9,0.0,6.7,6.0,3.7
ECA,GEO,Georgia,2016,HIS,2016,N,c,2,3.8,0.1,1.0,0.0,6.7,6.7,3.9
ECA,GEO,Georgia,2017,HIS,2017,N,c,2,5.0,0.1,0.9,0.0,8.9,8.5,5.0
ECA,GEO,Georgia,2018,HIS,2018,N,c,2,4.5,0.0,1.1,0.0,9.0,8.6,4.5
ECA,GEO,Georgia,2019,HIS,2019,N,c,2,3.8,0.0,0.7,0.0,10.0,7.0,3.8
ECA,GEO,Georgia,2020,HIS,2020,N,c,2,4.2,0.1,1.2,0.0,9.5,5.7,4.3
SSA,GHA,Ghana,2012,GLSS-VI,2012,N,c,1,11.2,17.1,8.6,33.6,43.1,13.6,22.4
SSA,GHA,Ghana,2016,GLSS-VII,2016,N,c,1,12.7,15.1,9.0,19.5,79.9,40.8,23.2
SSA,GIN,Guinea,2012,ELEP,2012,N,c,3,36.1,53.7,45.6,74.9,65.7,31.2,67.2
SSA,GIN,Guinea,2018,EHCVM,2018,N,c,4,23.2,61.3,25.0,56.4,71.1,21.0,54.3
SSA,GMB,"Gambia, The",2015,IHS,2015,N,c,3,10.3,29.9,6.1,8.0,58.2,8.2,15.5
SSA,GNB,Guinea-Bissau,2018,EHCVM,2018,N,c,4,24.7,41.0,30.1,42.1,63.0,21.6,47.7
OHI,GRC,Greece,2012,EU-SILC,2013,N,i,1,2.1,2.6,,0.0,0.7,0.9,4.7
OHI,GRC,Greece,2013,EU-SILC,2014,N,i,1,1.1,2.6,,0.0,0.5,0.7,3.7
OHI,GRC,Greece,2014,EU-SILC,2015,N,i,1,2.1,2.2,,0.0,0.5,0.5,4.3
OHI,GRC,Greece,2015,EU-SILC,2016,N,i,1,1.9,2.2,,0.0,0.4,0.4,4.1
OHI,GRC,Greece,2016,EU-SILC,2017,N,i,1,1.7,2.2,,0.0,0.3,0.5,3.8
OHI,GRC,Greece,2017,EU-SILC,2018,N,i,1,1.2,1.7,,0.0,0.3,0.5,2.9
OHI,GRC,Greece,2018,EU-SILC,2019,N,i,1,0.7,1.8,,0.0,0.3,0.4,2.4
OHI,GRC,Greece,2019,EU-SILC,2020,N,i,1,1.1,2.0,,0.0,0.3,0.1,3.0
LAC,GTM,Guatemala,2014,ENCOVI,2014,N,i,2,8.8,24.8,18.3,16.5,46.7,8.4,21.6
LAC,HND,Honduras,2012,EPHPM,2012,N,i,5,19.0,15.0,13.2,17.9,11.4,8.7,23.5
LAC,HND,Honduras,2013,EPHPM,2013,N,i,5,16.4,14.0,16.4,13.6,9.7,8.9,20.6
LAC,HND,Honduras,2014,EPHPM,2014,N,i,5,15.2,13.5,14.3,13.9,11.1,9.9,20.4
LAC,HND,Honduras,2015,EPHPM,2015,N,i,5,14.9,12.4,11.9,12.4,11.1,8.9,18.8
LAC,HND,Honduras,2016,EPHPM,2016,N,i,5,16.1,11.5,10.3,10.3,9.2,8.4,19.2
LAC,HND,Honduras,2017,EPHPM,2017,N,i,5,15.4,11.8,10.6,9.3,9.5,8.7,18.2
LAC,HND,Honduras,2018,EPHPM,2018,N,i,5,15.8,12.2,12.1,8.4,7.4,8.0,18.4
LAC,HND,Honduras,2019,EPHPM,2019,N,i,5,14.7,10.1,10.0,6.7,5.8,5.7,16.6
ECA,HRV,Croatia,2012,EU-SILC,2013,N,i,3,0.9,0.3,,0.0,1.7,1.8,1.1
ECA,HRV,Croatia,2013,EU-SILC,2014,N,i,3,0.8,0.3,,0.0,2.0,1.9,1.0
ECA,HRV,Croatia,2014,EU-SILC,2015,N,i,3,1.0,0.2,,0.0,1.9,1.7,1.2
ECA,HRV,Croatia,2015,EU-SILC,2016,N,i,3,0.7,0.2,,0.0,1.7,1.6,0.9
ECA,HRV,Croatia,2016,EU-SILC,2017,N,i,3,0.7,0.3,,0.0,1.6,1.4,1.0
ECA,HRV,Croatia,2017,EU-SILC,2018,N,i,3,0.6,0.3,,0.0,1.3,1.2,0.8
ECA,HRV,Croatia,2018,EU-SILC,2019,N,i,3,0.5,0.3,,0.0,1.1,0.9,0.7
ECA,HRV,Croatia,2019,EU-SILC,2020,N,i,3,0.3,0.3,,0.0,1.4,0.9,0.6
LAC,HTI,Haiti,2012,ECVMAS,2012,N,c,1,24.5,23.2,9.0,64.3,68.8,33.5,44.4
ECA,HUN,Hungary,2012,EU-SILC,2013,N,i,4,0.3,0.0,,0.0,5.3,4.3,0.4
ECA,HUN,Hungary,2013,EU-SILC,2014,N,i,4,0.1,0.0,,0.0,5.3,4.3,0.1
ECA,HUN,Hungary,2014,EU-SILC,2015,N,i,4,0.7,0.0,,0.0,3.9,3.6,0.7
ECA,HUN,Hungary,2015,EU-SILC,2016,N,i,4,0.9,0.1,,0.0,4.3,4.1,0.9
ECA,HUN,Hungary,2016,EU-SILC,2017,N,i,4,2.1,0.0,,0.0,3.9,3.5,2.1
ECA,HUN,Hungary,2017,EU-SILC,2018,N,i,4,0.7,0.0,,0.0,3.8,3.6,0.7
ECA,HUN,Hungary,2018,EU-SILC,2019,N,i,4,0.4,0.0,,0.0,3.0,2.8,0.4
ECA,HUN,Hungary,2019,EU-SILC,2020,N,i,4,0.3,0.0,,0.0,1.6,1.6,0.4
EAP,IDN,Indonesia,2016,SUSENAS,2016,N,c,5,5.3,5.0,1.7,2.4,16.5,10.7,6.8
EAP,IDN,Indonesia,2017,SUSENAS,2017,N,c,5,4.5,4.3,1.7,1.9,24.7,9.3,5.9
EAP,IDN,Indonesia,2018,SUSENAS,2018,N,c,5,3.6,5.0,1.6,1.5,22.9,8.9,5.0
EAP,IDN,Indonesia,2020,SUSENAS,2020,N,c,5,2.3,3.7,1.4,1.0,14.0,7.4,3.0
EAP,IDN,Indonesia,2021,SUSENAS,2021,N,c,5,2.2,3.8,1.2,0.8,11.6,6.5,2.8
OHI,IRL,Ireland,2012,EU-SILC,2013,N,i,3,0.3,1.4,,0.0,2.1,1.6,1.6
OHI,IRL,Ireland,2013,EU-SILC,2014,N,i,3,0.7,0.8,,0.0,0.1,0.3,1.4
OHI,IRL,Ireland,2014,EU-SILC,2015,N,i,3,0.4,0.6,,0.0,0.1,0.2,1.0
OHI,IRL,Ireland,2015,EU-SILC,2016,N,i,3,0.3,0.8,,0.0,0.2,0.3,1.1
OHI,IRL,Ireland,2016,EU-SILC,2017,N,i,3,0.1,0.6,,0.0,0.1,0.2,0.7
OHI,IRL,Ireland,2017,EU-SILC,2018,N,i,3,0.2,0.4,,0.0,0.3,0.1,0.6
OHI,IRL,Ireland,2018,EU-SILC,2019,N,i,3,0.0,0.7,,0.0,0.2,0.2,0.7
MNA,IRN,"Iran, Islamic Rep.",2013,HEIS,2013,N,c,1,0.2,4.5,1.4,0.1,4.2,2.4,0.6
MNA,IRN,"Iran, Islamic Rep.",2016,HEIS,2016,N,c,1,0.4,5.5,1.0,0.0,2.4,1.6,0.6
MNA,IRN,"Iran, Islamic Rep.",2017,HEIS,2017,N,c,1,0.4,5.4,1.0,0.0,2.0,1.6,0.6
MNA,IRN,"Iran, Islamic Rep.",2018,HEIS,2018,N,c,1,0.5,4.5,1.0,0.0,2.2,1.8,0.7
MNA,IRN,"Iran, Islamic Rep.",2019,HEIS,2019,N,c,1,0.6,4.4,0.8,0.0,1.9,1.6,0.7
MNA,IRQ,Iraq,2012,IHSES,2012,N,c,0,1.7,13.6,22.7,0.1,0.9,10.0,6.6
OHI,ISL,Iceland,2012,EU-SILC,2013,N,i,0,0.2,0.1,,0.0,0.0,0.1,0.3
OHI,ISL,Iceland,2013,EU-SILC,2014,N,i,0,0.3,0.1,,0.0,0.0,0.1,0.3
OHI,ISL,Iceland,2014,EU-SILC,2015,N,i,0,0.1,0.2,,0.0,0.0,0.1,0.3
OHI,ISL,Iceland,2015,EU-SILC,2016,N,i,0,0.1,0.0,,0.0,0.0,0.2,0.2
OHI,ISL,Iceland,2016,EU-SILC,2017,N,i,0,0.3,0.0,,0.0,0.0,0.0,0.3
OHI,ISL,Iceland,2017,EU-SILC,2018,N,i,0,0.2,0.0,,0.0,0.0,0.2,0.2
OHI,ISR,Israel,2012,HES-LIS,2012,N,I,0,0.5,1.1,0.3,0.0,0.0,,0.5
OHI,ISR,Israel,2013,HES-LIS,2013,N,I,0,0.4,0.8,0.1,0.0,0.0,,0.4
OHI,ISR,Israel,2014,HES-LIS,2014,N,I,0,0.4,0.9,0.0,0.0,0.0,,0.4
OHI,ISR,Israel,2015,HES-LIS,2015,N,I,0,0.4,0.8,0.2,0.0,0.0,,0.4
OHI,ISR,Israel,2016,HES-LIS,2016,N,I,0,0.1,0.7,0.1,0.0,0.0,,0.1
OHI,ISR,Israel,2017,HES-LIS,2017,N,I,0,0.4,0.7,,0.0,0.0,,1.1
OHI,ISR,Israel,2018,HES-LIS,2018,N,I,0,0.3,0.7,,0.0,0.0,,0.9
OHI,ITA,Italy,2012,EU-SILC,2013,N,i,1,1.5,1.3,,0.0,1.1,0.6,2.7
OHI,ITA,Italy,2013,EU-SILC,2014,N,i,1,1.5,1.3,,0.0,0.8,0.4,2.8
OHI,ITA,Italy,2014,EU-SILC,2015,N,i,1,1.6,1.1,,0.0,0.6,0.4,2.7
OHI,ITA,Italy,2015,EU-SILC,2016,N,i,1,2.3,1.6,,0.0,0.4,0.4,3.8
OHI,ITA,Italy,2016,EU-SILC,2017,N,i,1,1.7,1.4,,0.0,0.6,0.6,3.1
OHI,ITA,Italy,2017,EU-SILC,2018,N,i,1,1.6,1.3,,0.0,0.6,0.5,2.9
OHI,ITA,Italy,2018,EU-SILC,2019,N,i,1,1.6,1.3,,0.0,0.8,0.7,2.9
OHI,JPN,Japan,2013,JHPS-LIS,2013,N,I,0,0.7,8.8,0.5,0.0,0.0,,0.8
ECA,KAZ,Kazakhstan,2012,HBS,2012,N,c,3,0.0,0.0,,0.0,,,0.0
ECA,KAZ,Kazakhstan,2013,HBS,2013,N,c,3,0.0,0.0,,0.0,0.0,0.4,0.0
ECA,KAZ,Kazakhstan,2014,HBS,2014,N,c,3,0.0,0.0,,0.0,,,0.0
ECA,KAZ,Kazakhstan,2015,HBS,2015,N,c,3,0.0,0.0,,0.0,,,0.0
ECA,KAZ,Kazakhstan,2016,HBS,2016,N,c,3,0.0,0.0,,0.0,,,0.0
ECA,KAZ,Kazakhstan,2017,HBS,2017,N,c,3,0.0,0.0,,0.0,0.0,1.4,0.0
ECA,KAZ,Kazakhstan,2018,HBS,2018,N,c,3,0.0,0.0,,0.0,0.5,0.7,0.0
SSA,KEN,Kenya,2015,IHBS,2015,N,c,3,37.1,22.5,6.1,56.9,69.0,32.2,50.1
ECA,KGZ,Kyrgyz Republic,2013,KIHS,2013,N,c,2,2.2,0.2,,1.4,0.5,10.7,2.4
ECA,KGZ,Kyrgyz Republic,2014,KIHS,2014,N,c,2,0.9,,,1.6,,,2.4
ECA,KGZ,Kyrgyz Republic,2015,KIHS,2015,N,c,2,1.8,0.2,,1.0,,,2.3
ECA,KGZ,Kyrgyz Republic,2016,KIHS,2016,N,c,2,1.0,0.1,,0.3,,,1.4
ECA,KGZ,Kyrgyz Republic,2017,KIHS,2017,N,c,2,1.1,0.1,,0.0,0.9,13.4,1.2
ECA,KGZ,Kyrgyz Republic,2018,KIHS,2018,N,c,2,0.6,0.0,,1.8,0.1,8.9,0.6
ECA,KGZ,Kyrgyz Republic,2020,KIHS,2020,N,c,2,1.1,0.0,0.1,0.0,0.1,4.6,1.1
EAP,KIR,Kiribati,2019,HIES,2019,N,c,1,1.3,0.6,6.0,,83.8,17.1,20.7
OHI,KOR,"Korea, Rep.",2012,HIES-FHES-LIS,2012,N,I,0,0.3,0.0,,0.0,0.0,,0.3
OHI,KOR,"Korea, Rep.",2014,HIES-FHES-LIS,2014,N,I,0,0.2,0.0,,0.0,0.0,,0.2
OHI,KOR,"Korea, Rep.",2016,HIES-FHES-LIS,2016,N,I,0,0.1,0.0,,0.0,0.0,,0.1
EAP,LAO,Lao PDR,2012,LECS,2012,N,c,1,14.5,13.4,5.7,11.1,31.9,44.3,19.9
EAP,LAO,Lao PDR,2018,LECS,2018,N,c,1,10.0,12.8,5.7,1.7,22.5,7.8,12.8
SSA,LBR,Liberia,2014,HIES,2014,N,c,1,41.7,40.6,,,53.4,19.1,62.4
SSA,LBR,Liberia,2016,HIES,2016,N,c,1,44.4,30.5,54.1,79.7,61.8,25.7,64.0
SAS,LKA,Sri Lanka,2016,HIES,2016,N,c,3,0.9,3.8,4.0,2.5,0.8,12.5,1.4
SSA,LSO,Lesotho,2017,CMSHBS,2017,N,c,3,27.2,18.1,4.8,58.7,55.1,13.7,36.6
ECA,LTU,Lithuania,2012,EU-SILC,2013,N,i,3,1.0,0.6,,0.0,13.6,12.9,1.6
ECA,LTU,Lithuania,2013,EU-SILC,2014,N,i,3,0.7,0.5,,0.0,12.5,12.0,1.3
ECA,LTU,Lithuania,2014,EU-SILC,2015,N,i,3,1.3,0.5,,0.0,12.3,11.4,1.8
ECA,LTU,Lithuania,2015,EU-SILC,2016,N,i,3,1.1,0.4,,0.0,13.7,13.0,1.5
ECA,LTU,Lithuania,2016,EU-SILC,2017,N,i,3,1.4,0.5,,0.0,12.1,11.5,1.9
ECA,LTU,Lithuania,2017,EU-SILC,2018,N,i,3,1.1,0.2,,0.0,10.6,9.9,1.4
ECA,LTU,Lithuania,2018,EU-SILC,2019,N,i,3,1.0,0.4,,0.0,9.9,9.5,1.4
ECA,LTU,Lithuania,2019,EU-SILC,2020,N,i,3,0.6,0.4,,0.0,7.6,7.2,1.0
OHI,LUX,Luxembourg,2012,EU-SILC,2013,N,i,1,0.4,0.2,,0.0,0.1,0.3,0.6
OHI,LUX,Luxembourg,2013,EU-SILC,2014,N,i,1,0.6,0.6,,0.0,0.1,0.2,1.2
OHI,LUX,Luxembourg,2014,EU-SILC,2015,N,i,1,0.4,1.1,,0.0,0.0,0.1,1.5
OHI,LUX,Luxembourg,2015,EU-SILC,2016,N,i,1,0.7,1.0,,0.0,0.5,1.1,1.7
OHI,LUX,Luxembourg,2016,EU-SILC,2017,N,i,1,0.5,1.1,,0.0,0.1,0.5,1.6
OHI,LUX,Luxembourg,2017,EU-SILC,2018,N,i,1,0.8,0.8,,0.0,0.0,0.2,1.5
OHI,LUX,Luxembourg,2018,EU-SILC,2019,N,i,1,0.6,0.4,,0.0,0.1,0.3,0.9
OHI,LUX,Luxembourg,2019,EU-SILC,2020,N,i,1,0.4,0.5,,0.0,0.1,0.1,0.9
ECA,LVA,Latvia,2012,EU-SILC,2013,N,i,2,1.4,0.4,,0.0,15.1,17.0,1.7
ECA,LVA,Latvia,2013,EU-SILC,2014,N,i,2,1.5,0.8,,0.0,14.7,16.1,2.2
ECA,LVA,Latvia,2014,EU-SILC,2015,N,i,2,1.1,0.3,,0.0,13.8,15.4,1.3
ECA,LVA,Latvia,2015,EU-SILC,2016,N,i,2,0.9,0.3,,0.0,12.8,14.2,1.2
ECA,LVA,Latvia,2016,EU-SILC,2017,N,i,2,1.1,0.2,,0.0,10.9,12.2,1.3
ECA,LVA,Latvia,2017,EU-SILC,2018,N,i,2,1.0,0.1,,0.0,10.0,11.9,1.2
ECA,LVA,Latvia,2018,EU-SILC,2019,N,i,2,0.6,0.2,,0.0,8.8,10.2,0.8
ECA,LVA,Latvia,2019,EU-SILC,2020,N,i,2,0.5,0.1,,0.0,7.9,8.9,0.6
MNA,MAR,Morocco,2013,ENCDM,2013,N,c,1,0.9,12.7,6.8,2.4,12.9,8.7,5.4
ECA,MDA,Moldova,2017,HBS,2017,N,c,2,0.1,0.1,0.4,0.0,29.6,18.7,0.3
ECA,MDA,Moldova,2018,HBS,2018,N,c,2,0.0,0.1,0.4,0.0,26.7,17.2,0.3
ECA,MDA,Moldova,2019,HBS,2019,N,c,2,0.0,2.5,0.5,0.0,25.5,16.9,0.8
SSA,MDG,Madagascar,2012,ENSOMD,2012,N,c,3,78.8,49.0,34.7,13.0,76.9,59.9,81.5
SAS,MDV,Maldives,2016,HIES,2016,N,c,2,0.0,2.2,1.5,0.0,5.7,0.9,0.0
SAS,MDV,Maldives,2019,HIES,2019,N,c,2,0.0,0.0,1.9,1.9,4.8,0.0,0.0
LAC,MEX,Mexico,2012,ENIGH,2012,N,i,0,3.8,6.1,2.8,0.8,4.4,7.4,4.5
LAC,MEX,Mexico,2014,ENIGH,2014,N,i,0,3.7,5.5,2.5,0.7,,,4.4
LAC,MEX,Mexico,2016,ENIGHNS,2016,N,i,1,3.2,4.5,2.4,0.4,2.1,4.7,3.6
LAC,MEX,Mexico,2018,ENIGHNS,2018,N,i,1,2.7,4.3,2.5,0.4,1.9,4.2,3.0
LAC,MEX,Mexico,2020,ENIGHNS,2020,N,i,1,3.1,3.8,2.5,0.2,1.3,3.9,3.4
EAP,MHL,Marshall Islands,2019,HIES,2019,N,c,0,0.8,1.0,3.4,1.1,29.0,1.7,1.0
ECA,MKD,"Macedonia, FYR",2012,SILC-C,2013,N,i,2,7.5,0.7,,0.0,,,8.0
ECA,MKD,"Macedonia, FYR",2013,SILC-C,2014,N,i,2,6.2,0.5,,0.0,,,6.6
ECA,MKD,"Macedonia, FYR",2014,SILC-C,2015,N,i,2,5.1,0.3,,0.0,6.4,,5.4
ECA,MKD,"Macedonia, FYR",2015,SILC-C,2016,N,i,2,5.6,0.5,,0.0,6.6,,6.0
ECA,MKD,"Macedonia, FYR",2016,SILC-C,2017,N,i,2,4.4,0.4,,0.0,5.2,,4.7
ECA,MKD,"Macedonia, FYR",2017,SILC-C,2018,N,i,2,4.6,0.3,,0.0,5.3,,4.8
ECA,MKD,"Macedonia, FYR",2018,SILC-C,2019,N,i,2,3.4,0.4,,0.0,5.1,,3.7
SSA,MLI,Mali,2018,EHCVM,2018,N,c,3,16.3,66.6,28.2,23.9,51.9,23.8,44.1
OHI,MLT,Malta,2012,EU-SILC,2013,N,i,0,0.2,0.5,,0.0,0.2,0.3,0.7
OHI,MLT,Malta,2013,EU-SILC,2014,N,i,0,0.1,0.5,,0.0,0.1,0.3,0.6
OHI,MLT,Malta,2014,EU-SILC,2015,N,i,0,0.0,0.6,,0.0,0.0,0.2,0.6
OHI,MLT,Malta,2015,EU-SILC,2016,N,i,0,0.1,0.5,,0.0,0.0,0.1,0.6
